source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_name_eng,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
FFL00,0,None,ncsp,Kodadevahelise membraani resektsioon,Resection of intraatrial membrane,,No matching concept,0,None,,,2024-06-04,2099-12-31
FFL10,0,None,ncsp,Kodadevahelise membraani resektsioon ja ASD sulgemine,Resection of intraatrial membrane and closure of ASD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FFL96,0,None,ncsp,Koja muu rekonstruktsioon kolmekojalises südames,Other reconstruction of atrium in cor triatriatum,,No matching concept,0,None,,,2024-06-04,2099-12-31
FFW96,0,None,ncsp,Muu operatsioon kojal,Other operation on atria,Atrial operation,233009003,4336764,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FGA00,0,None,ncsp,Trikuspidaalklapi kommissurotoomia kaasasündinud malformatsiooni korral,Commissurotomy of tricuspid valve for congenital malformation,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGA10,0,None,ncsp,Trikuspidaalklapi kommissurotoomia omandatud stenoosi korral,Commissurotomy of tricuspid valve for acquired stenosis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGA32,0,None,ncsp,Trikuspidaalklapi perkutaanne transluminaalne laiendamine,Percutaneous transluminal expansion of tricuspid valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGA96,0,None,ncsp,Muu korrektsioon trikuspidaalklapi stenoosi korral,Other repair of tricuspid valve for stenosis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGB00,0,None,ncsp,Ebsteini anomaalia korrektsioon atrio-ventrikulaarse plikatsiooniga,Repair of Ebstein's anomaly with atrio-ventricular plication,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGB10,0,None,ncsp,Ebsteini anomaalia korrektsioon mobilisatsiooniga ja ventrikulaarse plikatsiooniga,Repair of Ebstein's anomaly with mobilisation and ventricular plication,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGB96,0,None,ncsp,Muu korrektsioon Ebsteini anomaalia korral,Other repair of Ebstein's anomaly,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGC00,0,None,ncsp,Trikuspidaalklapi annuloplastika õmblusega,Annuloplasty of tricuspid valve using suture,Annuloplasty of tricuspid valve,265480000,4144859,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FGC10,0,None,ncsp,Trikuspidaalklapi annuloplastika proteesirõngaga,Annuloplasty of tricuspid valve using prosthetic ring,Annuloplasty of tricuspid valve,265480000,4144859,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FGC96,0,None,ncsp,Muu annuloplastika trikuspidaalklapi puudulikkuse korral,Other annuloplasty of tricuspid valve for insufficiency,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGD00,0,None,ncsp,Trikuspidaalklapi korrektsioon kasutades suturatsiooni,Repair of tricuspid valve using suture,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGD03,0,None,ncsp,Trikuspidaalklapi hõlma lõhe õmblus,Suture of cleft tricuspid leaflet,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGD10,0,None,ncsp,Trikuspidaalklapi korrektsioon lapiga,Repair of tricuspid valve using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGD30,0,None,ncsp,Trikuspidaalklapi korrektsioon papillaarlihase või horda õmblusega,Repair of tricuspid valve with suture of papillary muscle or chord,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGD40,0,None,ncsp,Trikuspidaalklapi korrektsioon hordade asendamisega,Repair of tricuspid valve using prosthetic chord,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGD96,0,None,ncsp,Muu korrektsioon trikuspidaalklapi puudulikkuse korral,Other repair of tricuspid valve for insufficiency,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGE00,0,None,ncsp,Trikuspidaalklapi asendamine mehhaanilise proteesiga,Replacement of tricuspid valve using mechanical prosthesis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGE10,0,None,ncsp,Trikuspidaalklapi asendamine bioloogilise proteesiga,Replacement of tricuspid valve using biological prosthesis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGE20,0,None,ncsp,Trikuspidaalklapi asendamine homotransplantaadiga,Replacement of tricuspid valve using homograft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGE96,0,None,ncsp,Trikuspidaalklapi asendamine muu proteesiga,Other prosthetic replacement of tricuspid valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FGW96,0,None,ncsp,Muu operatsioon trikuspidaalklapil,Other operation on tricuspid valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHA00,0,None,ncsp,VSR sulgemine vigastuse korral,Closure of VSR for injury,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHA10,0,None,ncsp,VSR sulgemine vaheseina eesosa müokardi infarkti korral,Closure of VSR in anteroseptal myocardial infarction,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHA20,0,None,ncsp,VSR sulgemine vaheseina tagaosa müokardi infarkti korral,Closure of VSR in posteroseptal myocardial infarction,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHA96,0,None,ncsp,Omandatud vatsakeste vaheseina defekti muu sulgemine,Other closure of acquired ventricular septal defect,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB00,0,None,ncsp,VSD transatriaalne suturatsioon,Transatrial suture of VSD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB10,0,None,ncsp,VSD transventrikulaarne suturatsioon,Transventricular suture of VSD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB20,0,None,ncsp,VSD transpulmonaalne suturatsioon,Transpulmonary suture of VSD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB30,0,None,ncsp,VSD transaortaalne suturatsioon,Transaortal suture of VSD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB40,0,None,ncsp,Vatsakeste vaheseina defekti intraoperatiivne transluminaalne sulgemine,Intraoperative transluminal closure of ventricular septal defect,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB42,0,None,ncsp,VSD perkutaanne transluminaalne sulgemine,Percutaneous transluminal closure of ventricular septal defect,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB50,0,None,ncsp,VSD transatriaalne sulgemine lapiga,Transatrial closure of VSD using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB60,0,None,ncsp,VSD transventrikulaarne sulgemine lapiga,Transventricular closure of VSD using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB70,0,None,ncsp,VSD transpulmonaalne sulgemine lapiga,Transpulmonary closure of VSD using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB80,0,None,ncsp,VSD transaortaalne sulgemine lapiga,Transaortal closure of VSD using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHB96,0,None,ncsp,Kaasasündinud vatsakeste vaheseina defekti muu sulgemine,Other closure of isolated congenital ventricular septal defect,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHC00,0,None,ncsp,Vatsakeste vaheseina hulgidefektide transatriaalne sulgemine,Transatrial closure of multiple ventricular septal defects,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHC10,0,None,ncsp,Vatsakeste vaheseina hulgidefektide sulgemine parema ventrikulotoomia kaudu,Closure of multiple ventricular septal defects through right ventriculotomy,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHC20,0,None,ncsp,Vatsakeste vaheseina hulgidefektide sulgemine vasaku ventrikulotoomia kaudu,Closure of multiple ventricular septal defects through left ventriculotomy,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHC30,0,None,ncsp,Vatsakeste vaheseina hulgidefektide sulgemine atriotoomia ja ventrikulotoomia kaudu,Closure of multiple ventricular septal defects through atriotomy and ventriculotomy,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHC96,0,None,ncsp,Kaasasündinud vatsakeste vaheseina hulgidefektide muu sulgemine,Other closure of multiple congenital ventricular septal defects,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHD00,0,None,ncsp,Atrio-ventrikulaarse vaheseina täieliku defekti korrektsioon atrio-ventrikulaarse lapiga,Repair of complete atrio-ventricular septal defect using atrio-ventricular patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHD05,0,None,ncsp,Atrio-ventrikulaarse vaheseina täieliku defekti korrektsioon südamekoja lapiga ja ventrikulaarse vaheseina defekti õmblus,Repair of complete atrioventricular septal defect using atrial patch and suture of ventricular septal defect,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHD10,0,None,ncsp,Atrio-ventrikulaarse vaheseina täieliku defekti korrektsioon kasutades kahe lapi tehnikat,Repair of complete atrio-ventricular septal defect using two patch technique,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHD30,0,None,ncsp,Atrio-ventrikulaarse vaheseina täieliku defekti korrektsioon samaaegse pulmonaalstenoosi likvideerimisega,Repair of complete atrio-ventricular septal defect and concurrent resection of pulmonary stenosis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHD96,0,None,ncsp,Atrio-ventrikulaarse vaheseina täieliku defekti muu korrektsioon,Other repair of complete atrio-ventricular septal defect,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHE00,0,None,ncsp,Fallot’ tetraadi transatriaalne korrektsioon,Transatrial repair of tetralogy of Fallot,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHE10,0,None,ncsp,Fallot’ tetraadi transventrikulaarne korrektsioon,Transventricular repair of tetralogy of Fallot,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHE20,0,None,ncsp,Fallot’ tetraadi transventrikulaarne korrektsioon väljavoolutrakti lapiga,Transventricular repair of tetralogy of Fallot with outlet patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHE30,0,None,ncsp,Fallot’ tetraadi korrektsioon transannullaarse lapiga,Repair of tetralogy of Fallot with transannular patch,Complete repair of tetralogy of Fallot with transannular patch,83698002,4308136,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FHE40,0,None,ncsp,Fallot’ tetraadi korrektsioon ventriko-pulmonaalse proteesi või homotransplantaadiga,Repair of tetralogy of Fallot with ventriculo-pulmonary prosthesis or homograft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHE96,0,None,ncsp,Fallot’ tetraadi muu korrektsioon,Other repair of tetralogy of Fallot,Repair of tetralogy of Fallot,174814003,4019929,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FHF00,0,None,ncsp,Pulmonaalatreesia korrektsioon transannullaarse lapiga,Repair of pulmonary atresia with transannular patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHF10,0,None,ncsp,Pulmonaalatreesia korrektsioon ventrikulo-pulmonaalse proteesi või homotransplantaadiga,Repair of pulmonary atresia with ventriculo-pulmonary prosthesis or homograft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHF20,0,None,ncsp,Pulmonaalatreesia korrektsioon transannullaarse lapiga ja VSD sulgemisega,Repair of pulmonary atresia with transannular patch and closure of VSD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHF30,0,None,ncsp,Pulmonaalatreesia korrektsioon ventrikulo-pulmonaalse proteesi või homotransplantaadiga ja VSD sulgemisega,Repair of pulmonary atresia with ventriculo-pulmonary prosthesis or homograft and closure of VSD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHF96,0,None,ncsp,Pulmonaalatreesia muu korrektsioon,Other repair of pulmonary atresia,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHG00,0,None,ncsp,DOLV korrektsioon,Correction of DOLV,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHG10,0,None,ncsp,DORV korrektsioon,Correction of DORV,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHG20,0,None,ncsp,Intraventrikulaarne ümberlülitus ekstraventrikulaarse toruga,Intraventricular switch with extraventricular conduit,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHG96,0,None,ncsp,Muu operatsioon vatsakese kaksikväljavoolutrakti korral,Other operation for double outlet ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHH00,0,None,ncsp,VSD laiendamine ühise vatsakese korral,Expansion of VSD in univentricular heart,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHH10,0,None,ncsp,VSD laiendamine kaksikväljavoolutrakti korral,Expansion of VSD in double outlet ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHH20,0,None,ncsp,VSD lapi fenestratsioon,Fenestration of VSD patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHH96,0,None,ncsp,Muu operatsioon VSD rajamiseks või laiendamiseks,Other operation for creation or expansion of VSD,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHJ00,0,None,ncsp,Vatsakese vaheseina konstruktsioon lapiga,Construction of ventricular septum using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHJ10,0,None,ncsp,Vatsakese vaheseina konstruktsioon fenestreeritud lapiga,Construction of ventricular septum using fenestrated patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHJ96,0,None,ncsp,Vaheseina muu konstruktsioon ühise vatsakese korral,Other construction of septum in common ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FHW96,0,None,ncsp,Muu operatsioon vatsakese vaheseinal,Other operation on ventricular septum,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJA00,0,None,ncsp,Parema vatsakese biopsia,Biopsy of right ventricle,Biopsy of heart,197042001,4057804,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FJA12,0,None,ncsp,Parema vatsakese perkutaanne transluminaalne biopsia,Percutaneous transluminal biopsy of right ventricle,Percutaneous transluminal biopsy of right ventricle,429380006,4181954,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FJA96,0,None,ncsp,Parema vatsakese muu biopsia,Other biopsy of right ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJB00,0,None,ncsp,Parema vatsakese suturatsioon vigastuse korral,Suture of right ventricle for injury,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJB10,0,None,ncsp,Parema vatsakese vigastuse korrektsioon transplantaadiga,Repair of right ventricle for injury using graft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJB96,0,None,ncsp,Parema vatsakese vigastuse muu korrektsioon,Other repair of right ventricle for injury,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJC00,0,None,ncsp,Parema vatsakese lesiooni ekstsisioon,Excision of lesion of right ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJC10,0,None,ncsp,Võõrkeha eemaldamine paremast vatsakesest,Removal of foreign body from right ventricle,Open removal of foreign body from right ventricle,233055001,4336895,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FJC12,0,None,ncsp,Perkutaanne transluminaalne võõrkeha eemaldamine paremast vatsakesest,Percutaneous transluminal removal of foreign body from right ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJD00,0,None,ncsp,Fibromuskulaarse infundibulaarse pulmonaalstenoosi resektsioon,Resection of fibromuscular infundibular pulmonary stenosis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJD10,0,None,ncsp,Parema vatsakese laiendamine lapiga,Expansion of right ventricle with patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJD20,0,None,ncsp,Pulmonaalobstruktsiooni likvideerimine ventrikopulmonaalse proteesi või homotransplantaadiga,Bypass of pulmonary valve with ventriculopulmonary prosthesis or homograft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJD96,0,None,ncsp,Muu operatsioon parema vatsakese väljavoolutraktil kaasasündinud või omandatud obstruktsiooni korral,Other operation on right ventricle outlet for congenital or acquired obstruction,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJE00,0,None,ncsp,Pulmonaalklapi dilatatsioon,Dilatation of pulmonary valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJE10,0,None,ncsp,Pulmonaalne valvulotoomia,Pulmonary valvulotomy,Pulmonary valvotomy,232868002,4337195,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FJE20,0,None,ncsp,Pulmonaalklapi ekstsisioon ja fibroosrõnga laiendamine lapiga,Excision of pulmonary valve and expansion of annulus using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJE30,0,None,ncsp,Transannullaarne pulmonaalne lapp ühehõlmalise klapiga,Transannular pulmonary patch using monocusp valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJE42,0,None,ncsp,Pulmonaalklapi perkutaanne transluminaalne laiendamine,Percutaneous transluminal expansion of pulmonary valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJE96,0,None,ncsp,Muu operatsioon pulmonaalklapi isoleeritud stenoosi korral,Other operation on pulmonary valve for isolated stenosis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJF00,0,None,ncsp,Pulmonaalklapi asendamine mehhaanilise proteesiga,Replacement of pulmonary valve using mechanical prosthesis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJF10,0,None,ncsp,Pulmonaalklapi asendamine bioloogilise proteesiga,Replacement of pulmonary valve using biological prosthesis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJF12,0,None,ncsp,Pulmonaalklapi perkutaanne transluminaalne asendamine bioloogilise proteesiga,Percutaneous transluminal replacement of pulmonary valve using biological prosthesis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJF20,0,None,ncsp,Pulmonaalklapi asendamine homotransplantaadiga,Replacement of pulmonary valve using homograft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJF96,0,None,ncsp,Pulmonaalklapi asendamine muu proteesiga,Other prosthetic replacement of pulmonary valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FJW96,0,None,ncsp,Muu operatsioon paremal vatsakesel ja pulmonaalklapil,Other operation on right ventricle and pulmonary valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKA00,0,None,ncsp,Mitraalklapi kommissurotoomia,Commissurotomy of mitral valve,Commissurotomy of mitral valve,451028005,42873035,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKA10,0,None,ncsp,Mitraalklapi kommissurotoomia koos dekaltsifikatsiooniga,Commissurotomy of mitral valve with decalcification,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKA20,0,None,ncsp,Mitraalklapi kommissurotoomia ja hordade separatsioon,Commissurotomy of mitral valve and discission of fusion of chords,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKA32,0,None,ncsp,Mitraalklapi perkutaanne transluminaalne laiendamine,Percutaneous transluminal expansion of mitral valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKA96,0,None,ncsp,Mitraalklapi muu korrektsioon stenoosi korral,Other repair of mitral valve for stenosis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKB00,0,None,ncsp,Mitraalklapi annuloplastika puudulikkuse korral kasutades suturatsiooni,Annuloplasty of mitral valve for insufficiency using suture,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKB10,0,None,ncsp,Mitraalklapi annuloplastika puudulikkuse korral tugirõngaga,Annuloplasty of mitral valve for insufficiency using ring,Mitral annuloplasty using ring,232744004,4337061,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKB96,0,None,ncsp,Mitraalklapi muu annuloplastika puudulikkuse korral,Other annuloplasty of mitral valve for insufficiency,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKC00,0,None,ncsp,Mitraalklapi korrektsioon puudulikkuse korral kasutades suturatsiooni,Repair of mitral valve for insufficiency using suture,Mitral annuloplasty using ring,232744004,4337061,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKC10,0,None,ncsp,Mitraalklapi hõlma lõhe õmblus,Suture of cleft mitral leaflet,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKC20,0,None,ncsp,Mitraalklapi hõlma plastika puudulikkuse korral,Plastic repair of mitral valve leaflet for insufficiency,Plastic repair of mitral valve,265472007,4142380,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKC30,0,None,ncsp,Mitraalklapi hordade lühendamine või pikendamine,Shortening or elongation of chords of mitral valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKC40,0,None,ncsp,Mitraalklapi horda või papillaarlihase suturatsioon,Suture of chord or papillary muscle of mitral valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKC50,0,None,ncsp,Mitraalklapi korrektsioon puudulikkuse korral hordade asendamisega,Repair of mitral valve for insufficiency using prosthetic chord,Prosthetic replacement of atrioventricular valve chordae tendinae,232893000,4337206,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKC60,0,None,ncsp,Mitraalklapi hõlma resektsioon ja rekonstruktsioon puudulikkuse korral,Resection and reconstruction of leaflet of mitral valve for insufficiency,Operation on mitral leaflet,232756003,4338312,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKC96,0,None,ncsp,Mitraalklapi muu korrektsioon puudulikkuse korral,Other repair of mitral valve for insufficiency,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKD00,0,None,ncsp,Mitraalklapi asendamine mehhaanilise proteesiga,Replacement of mitral valve using mechanical prosthesis,Mechanical prosthetic mitral valve replacement,431339008,4160418,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKD10,0,None,ncsp,Mitraalklapi asendamine bioloogilise proteesiga,Replacement of mitral valve using biological prosthesis,Replacement of mitral valve with tissue graft,50216001,4173712,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FKD20,0,None,ncsp,Mitraalklapi asendamine homotransplantaadiga,Replacement of mitral valve using homograft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKD96,0,None,ncsp,Mitraalklapi asendamine muu proteesiga,Other replacement of mitral valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FKW96,0,None,ncsp,Muu operatsioon mitraalklapil,Other operation on mitral valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLA00,0,None,ncsp,Vasaku vatsakese biopsia,Biopsy of left ventricle,Biopsy of heart,197042001,4057804,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FLA12,0,None,ncsp,Vasaku vatsakese perkutaanne transluminaalne biopsia,Percutaneous transluminal biopsy of left ventricle,Percutaneous transluminal biopsy of left ventricle,427991000,4322874,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FLA96,0,None,ncsp,Vasaku vatsakese muu biopsia,Other biopsy of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLB00,0,None,ncsp,Vasaku vatsakese lesiooni ekstsisioon,Excision of lesion of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLB10,0,None,ncsp,Võõrkeha eemaldamine vasakust vatsakesest,Removal of foreign body from left ventricle,Open removal of foreign body from left ventricle,233082009,4336906,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FLB12,0,None,ncsp,Perkutaanne transluminaalne võõrkeha eemaldamine vasakust vatsakesest,Percutaneous transluminal removal of foreign body from left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLC00,0,None,ncsp,Vasaku vatsakese suturatsioon,Suture of left ventricle,Suture of left ventricle,233083004,4339978,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FLC10,0,None,ncsp,Vasaku vatsakese seina korrektsioon lapiga,Repair of wall of left ventricle using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLC96,0,None,ncsp,Vasaku vatsakese muu korrektsioon,Other repair of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLD00,0,None,ncsp,Vasaku vatsakese aneurüsmi plikatsioon,Plication of aneurysm of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLD10,0,None,ncsp,Vasaku vatsakese aneurüsmi resektsioon,Resection of aneurysm of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLD20,0,None,ncsp,Vasaku vatsakese aneurüsmi resektsioon ja korrektsioon lapiga,Resection of aneurysm and repair of left ventricle using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLD30,0,None,ncsp,Vasaku vatsakese osaline ekstsisioon,Partial excision of left ventricle,Partial excision of left ventricle of heart,428679005,4176749,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FLD50,0,None,ncsp,Vasaku vatsakese plastiline laiendamine,Plastic expansion of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLD96,0,None,ncsp,Vasaku vatsakese muu laiendamine või reduktsioon,Other expansion or reduction of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLE00,0,None,ncsp,Vasaku vatsakese subvalvulaarse membraani ekstsisioon,Excision of subvalvular membrane of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLE10,0,None,ncsp,Vasaku vatsakese müotoomia või müektoomia väljavoolutrakti obstruktsiooni korral,Myotomy or myectomy of left ventricle for outlet obstruction,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLE20,0,None,ncsp,Vasaku vatsakese müotoomia või müektoomia väljavoolutrakti obstruktsiooni korral kasutades vatsakeste vaheseina lappi,Myotomy or myectomy of left vetricle for outlet obstruction using ventricular septum patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLE96,0,None,ncsp,Vasaku vatsakese väljavoolutrakti obstruktsiooni muu korrektsioon,Other repair of outlet obstruction of left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLF00,0,None,ncsp,Vasaku vatsakese transmüokardiaalne laser revaskularisatsioon,Transmyocardial laser revascularisation from left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLF12,0,None,ncsp,Vasaku vatsakese perkutaanne transmüokardiaalne laser revaskularisatsioon,Percutaneous transmyocardial laser revascularisation from left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FLW96,0,None,ncsp,Muu operatsioon vasakul vatsakesel,Other operation on left ventricle,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMA00,0,None,ncsp,Aordiklapi dilatatsioon,Dilatation of aortic valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMA10,0,None,ncsp,Aordiklapi kommissurotoomia,Commissurotomy of aortic valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMA20,0,None,ncsp,Aordiklapi plastika stenoosi korral,Plastic repair of aortic valve for stenosis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMA32,0,None,ncsp,Aordiklapi perkutaanne transluminaalne laiendamine,Percutaneous transluminal expansion of aortic valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMA96,0,None,ncsp,Aordiklapi muu korrektsioon stenoosi korral,Other repair of aortic valve for stenosis,Repair of aortic valve,1155885007,607748,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FMB00,0,None,ncsp,Supravalvulaarne aordi laiendamine lapiga,Supravalvular aortic expansion using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMB10,0,None,ncsp,Aordisuistiku transannullaarne laiendamine,Transannular expansion of aortic ostium,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMB20,0,None,ncsp,Aordisuistiku aortoseptaalne laiendamine,Aorto-septal expansion of aortic ostium,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMB96,0,None,ncsp,Aordisuistiku muu laiendamine,Other expansion of aortic ostium,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMC00,0,None,ncsp,Aordisuistiku plastika,Annuloplasty of aortic valve,Annuloplasty of aortic valve,232820008,4337188,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FMC10,0,None,ncsp,Aordiklapihõlma reduktsioon,Reduction of leaflet of aortic valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
