source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
IIA1,0,None,cancer,Vähi staadium,AJCC/UICC Stage 2A1,AJCC/UICC-Stage-2A1,1633743,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIA2,0,None,cancer,Vähi staadium,AJCC/UICC Stage 2A2,AJCC/UICC-Stage-2A2,1634338,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIB,0,None,cancer,Vähi staadium,AJCC/UICC Stage 2B,AJCC/UICC-Stage-2B,1634028,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIC,0,None,cancer,Vähi staadium,AJCC/UICC Stage 2C,AJCC/UICC-Stage-2C,1634903,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIE,0,None,cancer,Vähi staadium,AJCC/UICC Stage 2E,AJCC/UICC-Stage-2E,1634914,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
III,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3,AJCC/UICC-Stage-3,1633650,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIIA,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3A,AJCC/UICC-Stage-3A,1635855,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIIA1,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3A1,AJCC/UICC-Stage-3A1,1635412,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIIA2,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3A2,AJCC/UICC-Stage-3A2,1634304,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIIB,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3B,AJCC/UICC-Stage-3B,1634411,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIIC,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3C,AJCC/UICC-Stage-3C,1634150,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIIC1,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3C1,AJCC/UICC-Stage-3C1,1634626,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIIC2,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3C2,AJCC/UICC-Stage-3C2,1634556,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IIID,0,None,cancer,Vähi staadium,AJCC/UICC Stage 3D,AJCC/UICC-Stage-3D,1633431,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IS,0,None,cancer,Vähi staadium,AJCC/UICC Stage 1s,AJCC/UICC-Stage-1S,1635474,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IV,0,None,cancer,Vähi staadium,AJCC/UICC Stage 4,AJCC/UICC-Stage-4,1633308,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IVA,0,None,cancer,Vähi staadium,AJCC/UICC Stage 4A,AJCC/UICC-Stage-4A,1633439,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IVA1,0,None,cancer,Vähi staadium,AJCC/UICC Stage 4A1,AJCC/UICC-Stage-4A1,1635355,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IVA2,0,None,cancer,Vähi staadium,AJCC/UICC Stage 4A2,AJCC/UICC-Stage-4A2,1635066,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IVB,0,None,cancer,Vähi staadium,AJCC/UICC Stage 4B,AJCC/UICC-Stage-4B,1633748,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
IVC,0,None,cancer,Vähi staadium,AJCC/UICC Stage 4C,AJCC/UICC-Stage-4C,1633675,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
M0,0,None,cancer,TNM-kood,AJCC/UICC M0 Category,AJCC/UICC-M0,1635624,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
M0(I+),0,None,cancer,TNM-kood,AJCC/UICC M0(i+) Category,AJCC/UICC-M0(i+),1634197,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
M1,0,None,cancer,TNM-kood,AJCC/UICC M1 Category,AJCC/UICC-M1,1635142,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
M1A,0,None,cancer,TNM-kood,AJCC/UICC M1a Category,AJCC/UICC-M1a,1635100,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
M1B,0,None,cancer,TNM-kood,AJCC/UICC M1b Category,AJCC/UICC-M1b,1634463,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
M1C,0,None,cancer,TNM-kood,AJCC/UICC M1c Category,AJCC/UICC-M1c,1635519,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
M1D,0,None,cancer,TNM-kood,AJCC/UICC M1d Category,AJCC/UICC-M1d,1634064,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
MX,0,None,cancer,TNM-kood,AJCC/UICC MX Category,AJCC/UICC-MX,1633547,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N0,0,None,cancer,TNM-kood,AJCC/UICC N0 Category,AJCC/UICC-N0,1633440,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N0A,0,None,cancer,TNM-kood,AJCC/UICC N0a Category,AJCC/UICC-N0a,1633621,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N0B,0,None,cancer,TNM-kood,AJCC/UICC N0b Category,AJCC/UICC-N0b,1635244,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N0(I+),0,None,cancer,TNM-kood,AJCC/UICC N0(i+) Category,AJCC/UICC-N0(i+),1635600,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N0(MOL+),0,None,cancer,TNM-kood,AJCC/UICC N0(mol+) Category,AJCC/UICC-N0(mol+),1633938,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1,0,None,cancer,TNM-kood,AJCC/UICC N1 Category,AJCC/UICC-N1,1634434,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1A,0,None,cancer,TNM-kood,AJCC/UICC N1a Category,AJCC/UICC-N1a,1633735,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1A(SN),0,None,cancer,TNM-kood,AJCC/UICC N1a(sn) Category,AJCC/UICC-N1a(sn),1634034,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1B,0,None,cancer,TNM-kood,AJCC/UICC N1b Category,AJCC/UICC-N1b,1635130,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1B1,0,None,cancer,TNM-kood,AJCC/UICC N1b1 Category,AJCC/UICC-N1b1,1634968,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1B2,0,None,cancer,TNM-kood,AJCC/UICC N1b2 Category,AJCC/UICC-N1b2,1633886,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1B3,0,None,cancer,TNM-kood,AJCC/UICC N1b3 Category,AJCC/UICC-N1b3,1633630,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1B4,0,None,cancer,TNM-kood,AJCC/UICC N1b4 Category,AJCC/UICC-N1b4,1634452,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1C,0,None,cancer,TNM-kood,AJCC/UICC N1c Category,AJCC/UICC-N1c,1634620,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N1MI,0,None,cancer,TNM-kood,AJCC/UICC N1mi Category,AJCC/UICC-N1mi,1635335,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N2,0,None,cancer,TNM-kood,AJCC/UICC N2 Category,AJCC/UICC-N2,1634119,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N2A,0,None,cancer,TNM-kood,AJCC/UICC N2a Category,AJCC/UICC-N2a,1635644,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N2B,0,None,cancer,TNM-kood,AJCC/UICC N2b Category,AJCC/UICC-N2b,1634134,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N2C,0,None,cancer,TNM-kood,AJCC/UICC N2c Category,AJCC/UICC-N2c,1634080,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N2MI,0,None,cancer,TNM-kood,AJCC/UICC N2mi Category,AJCC/UICC-N2mi,1633512,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N3,0,None,cancer,TNM-kood,AJCC/UICC N3 Category,AJCC/UICC-N3,1635320,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N3A,0,None,cancer,TNM-kood,AJCC/UICC N3a Category,AJCC/UICC-N3a,1635590,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N3B,0,None,cancer,TNM-kood,AJCC/UICC N3b Category,AJCC/UICC-N3b,1633422,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N3C,0,None,cancer,TNM-kood,AJCC/UICC N3c Category,AJCC/UICC-N3c,1634735,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
N4,0,None,cancer,TNM-kood,AJCC/UICC N4 Category,AJCC/UICC-N4,1635445,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
NX,0,None,cancer,TNM-kood,AJCC/UICC NX Category,AJCC/UICC-NX,1633885,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
p0,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 0,p-AJCC/UICC-Stage-0,1633542,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
p0A,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 0a,p-AJCC/UICC-Stage-0A,1635865,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
p0IS,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 0is,p-AJCC/UICC-Stage-0IS,1634955,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pI,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1,p-AJCC/UICC-Stage-1,1634252,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIA,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1A,p-AJCC/UICC-Stage-1A,1633891,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIA1,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1A1,p-AJCC/UICC-Stage-1A1,1634719,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIA2,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1A2,p-AJCC/UICC-Stage-1A2,1635454,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIA3,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1A3,p-AJCC/UICC-Stage-1A3,1635256,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIB,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1B,p-AJCC/UICC-Stage-1B,1633869,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIB1,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1B1,p-AJCC/UICC-Stage-1B1,1635882,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIB2,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1B2,p-AJCC/UICC-Stage-1B2,1633717,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIC,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1C,p-AJCC/UICC-Stage-1C,1633591,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIE,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1E,p-AJCC/UICC-Stage-1E,1633568,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pII,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 2,p-AJCC/UICC-Stage-2,1633702,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIA,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 2A,p-AJCC/UICC-Stage-2A,1634960,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIA1,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 2A1,p-AJCC/UICC-Stage-2A1,1633296,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIA2,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 2A2,p-AJCC/UICC-Stage-2A2,1635175,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIB,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 2B,p-AJCC/UICC-Stage-2B,1633813,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIC,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 2C,p-AJCC/UICC-Stage-2C,1633859,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIE,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 2E,p-AJCC/UICC-Stage-2E,1635428,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIII,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3,p-AJCC/UICC-Stage-3,1635566,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIIA,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3A,p-AJCC/UICC-Stage-3A,1633519,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIIA1,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3A1,p-AJCC/UICC-Stage-3A1,1633303,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIIA2,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3A2,p-AJCC/UICC-Stage-3A2,1635725,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIIB,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3B,p-AJCC/UICC-Stage-3B,1634789,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIIC,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3C,p-AJCC/UICC-Stage-3C,1635372,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIIC1,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3C1,p-AJCC/UICC-Stage-3C1,1633718,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIIC2,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3C2,p-AJCC/UICC-Stage-3C2,1633961,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIIID,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 3D,p-AJCC/UICC-Stage-3D,1634918,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIS,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 1s,p-AJCC/UICC-Stage-1S,1634629,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIV,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 4,p-AJCC/UICC-Stage-4,1634688,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIVA,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 4A,p-AJCC/UICC-Stage-4A,1635232,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIVA1,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 4A1,p-AJCC/UICC-Stage-4A1,1635365,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIVA2,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 4A2,p-AJCC/UICC-Stage-4A2,1634063,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIVB,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 4B,p-AJCC/UICC-Stage-4B,1633577,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pIVC,0,None,cancer,Vähi staadium,AJCC/UICC pathological Stage 4C,p-AJCC/UICC-Stage-4C,1635567,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pM0,0,None,cancer,TNM-kood,AJCC/UICC pathological M0 Category,p-AJCC/UICC-M0,1634618,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pM0(I+),0,None,cancer,TNM-kood,AJCC/UICC pathological M0(i+) Category,p-AJCC/UICC-M0(i+),1633457,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pM1,0,None,cancer,TNM-kood,AJCC/UICC pathological M1 Category,p-AJCC/UICC-M1,1635505,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pM1A,0,None,cancer,TNM-kood,AJCC/UICC pathological M1a Category,p-AJCC/UICC-M1a,1634312,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pM1B,0,None,cancer,TNM-kood,AJCC/UICC pathological M1b Category,p-AJCC/UICC-M1b,1634093,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pM1C,0,None,cancer,TNM-kood,AJCC/UICC pathological M1c Category,p-AJCC/UICC-M1c,1635338,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pM1D,0,None,cancer,TNM-kood,AJCC/UICC pathological M1d Category,p-AJCC/UICC-M1d,1635373,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pMX,0,None,cancer,TNM-kood,AJCC/UICC pathological MX Category,p-AJCC/UICC-MX,1633421,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN0,0,None,cancer,TNM-kood,AJCC/UICC pathological N0 Category,p-AJCC/UICC-N0,1635597,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN0A,0,None,cancer,TNM-kood,AJCC/UICC pathological N0a Category,p-AJCC/UICC-N0a,1633923,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN0B,0,None,cancer,TNM-kood,AJCC/UICC pathological N0b Category,p-AJCC/UICC-N0b,1633322,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN0(I+),0,None,cancer,TNM-kood,AJCC/UICC pathological N0(i+) Category,p-AJCC/UICC-N0(i+),1633503,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN0(MOL+),0,None,cancer,TNM-kood,AJCC/UICC pathological N0(mol+) Category,p-AJCC/UICC-N0(mol+),1633485,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1,0,None,cancer,TNM-kood,AJCC/UICC pathological N1 Category,p-AJCC/UICC-N1,1635613,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1A,0,None,cancer,TNM-kood,AJCC/UICC pathological N1a Category,p-AJCC/UICC-N1a,1634206,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1A(SN),0,None,cancer,TNM-kood,AJCC/UICC pathological N1a(sn) Category,p-AJCC/UICC-N1a(sn),1635499,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1B,0,None,cancer,TNM-kood,AJCC/UICC pathological N1b Category,p-AJCC/UICC-N1b,1633830,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1B1,0,None,cancer,TNM-kood,AJCC/UICC pathological N1b1 Category,p-AJCC/UICC-N1b1,1634734,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1B2,0,None,cancer,TNM-kood,AJCC/UICC pathological N1b2 Category,p-AJCC/UICC-N1b2,1634125,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1B3,0,None,cancer,TNM-kood,AJCC/UICC pathological N1b3 Category,p-AJCC/UICC-N1b3,1633558,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1B4,0,None,cancer,TNM-kood,AJCC/UICC pathological N1b4 Category,p-AJCC/UICC-N1b4,1634591,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1C,0,None,cancer,TNM-kood,AJCC/UICC pathological N1c Category,p-AJCC/UICC-N1c,1634589,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN1MI,0,None,cancer,TNM-kood,AJCC/UICC pathological N1mi Category,p-AJCC/UICC-N1mi,1633502,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN2,0,None,cancer,TNM-kood,AJCC/UICC pathological N2 Category,p-AJCC/UICC-N2,1633864,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN2A,0,None,cancer,TNM-kood,AJCC/UICC pathological N2a Category,p-AJCC/UICC-N2a,1633890,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN2B,0,None,cancer,TNM-kood,AJCC/UICC pathological N2b Category,p-AJCC/UICC-N2b,1633460,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN2C,0,None,cancer,TNM-kood,AJCC/UICC pathological N2c Category,p-AJCC/UICC-N2c,1633301,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN2MI,0,None,cancer,TNM-kood,AJCC/UICC pathological N2mi Category,p-AJCC/UICC-N2mi,1635830,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN3,0,None,cancer,TNM-kood,AJCC/UICC pathological N3 Category,p-AJCC/UICC-N3,1635706,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN3A,0,None,cancer,TNM-kood,AJCC/UICC pathological N3a Category,p-AJCC/UICC-N3a,1633401,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN3B,0,None,cancer,TNM-kood,AJCC/UICC pathological N3b Category,p-AJCC/UICC-N3b,1633384,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN3C,0,None,cancer,TNM-kood,AJCC/UICC pathological N3c Category,p-AJCC/UICC-N3c,1634305,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pN4,0,None,cancer,TNM-kood,AJCC/UICC pathological N4 Category,p-AJCC/UICC-N4,1634916,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pNX,0,None,cancer,TNM-kood,AJCC/UICC pathological NX Category,p-AJCC/UICC-NX,1635170,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT0,0,None,cancer,TNM-kood,AJCC/UICC pathological T0 Category,p-AJCC/UICC-T0,1635740,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1,0,None,cancer,TNM-kood,AJCC/UICC pathological T1 Category,p-AJCC/UICC-T1,1634004,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1A,0,None,cancer,TNM-kood,AJCC/UICC pathological T1a Category,p-AJCC/UICC-T1a,1633722,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1A1,0,None,cancer,TNM-kood,AJCC/UICC pathological T1a1 Category,p-AJCC/UICC-T1a1,1634867,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1A2,0,None,cancer,TNM-kood,AJCC/UICC pathological T1a2 Category,p-AJCC/UICC-T1a2,1635881,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1B,0,None,cancer,TNM-kood,AJCC/UICC pathological T1b Category,p-AJCC/UICC-T1b,1633693,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1B1,0,None,cancer,TNM-kood,AJCC/UICC pathological T1b1 Category,p-AJCC/UICC-T1b1,1635168,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1B2,0,None,cancer,TNM-kood,AJCC/UICC pathological T1b2 Category,p-AJCC/UICC-T1b2,1635120,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1B3,0,None,cancer,TNM-kood,AJCC/UICC pathological T1b3 Category,p-AJCC/UICC-T1b3,1633919,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1C,0,None,cancer,TNM-kood,AJCC/UICC pathological T1c Category,p-AJCC/UICC-T1c,1635017,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1C1,0,None,cancer,TNM-kood,AJCC/UICC pathological T1c1 Category,p-AJCC/UICC-T1c1,1633387,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1C2,0,None,cancer,TNM-kood,AJCC/UICC pathological T1c2 Category,p-AJCC/UICC-T1c2,1635112,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1C3,0,None,cancer,TNM-kood,AJCC/UICC pathological T1c3 Category,p-AJCC/UICC-T1c3,1633779,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1D,0,None,cancer,TNM-kood,AJCC/UICC pathological T1d Category,p-AJCC/UICC-T1d,1634272,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT1MI,0,None,cancer,TNM-kood,AJCC/UICC pathological T1mi Category,p-AJCC/UICC-T1mi,1634428,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT2,0,None,cancer,TNM-kood,AJCC/UICC pathological T2 Category,p-AJCC/UICC-T2,1633978,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT2A,0,None,cancer,TNM-kood,AJCC/UICC pathological T2a Category,p-AJCC/UICC-T2a,1634597,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT2A1,0,None,cancer,TNM-kood,AJCC/UICC pathological T2a1 Category,p-AJCC/UICC-T2a1,1634633,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT2A2,0,None,cancer,TNM-kood,AJCC/UICC pathological T2a2 Category,p-AJCC/UICC-T2a2,1634166,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT2B,0,None,cancer,TNM-kood,AJCC/UICC pathological T2b Category,p-AJCC/UICC-T2b,1635575,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT2C,0,None,cancer,TNM-kood,AJCC/UICC pathological T2c Category,p-AJCC/UICC-T2c,1634503,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT2D,0,None,cancer,TNM-kood,AJCC/UICC pathological T2d Category,p-AJCC/UICC-T2d,1633278,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT3,0,None,cancer,TNM-kood,AJCC/UICC pathological T3 Category,p-AJCC/UICC-T3,1634406,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT3A,0,None,cancer,TNM-kood,AJCC/UICC pathological T3a Category,p-AJCC/UICC-T3a,1633288,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
pT3B,0,None,cancer,TNM-kood,AJCC/UICC pathological T3b Category,p-AJCC/UICC-T3b,1633406,Cancer Modifier,Measurement,Staging/Grading,2025-02-21,2099-12-31
