source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
14334-7,3024666,LOINC,loinc,Liitium seerumis/plasmas,Lithium [Moles/volume] in Serum or Plasma,14334-7,3024666,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14336-2,3010884,LOINC,loinc,Etanool seerumis/plasmas (gaaskromatograafia),Ethanol [Mass/volume] in Serum or Plasma by Gas chromatography,14336-2,3010884,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14338-8,3013742,LOINC,loinc,Prealbumiin seerumis/plasmas,Prealbumin [Mass/volume] in Serum or Plasma,14338-8,3013742,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14343-8,3012610,LOINC,loinc,Eosinofiilide suhtarv kõhuõõnevedelikus,Eosinophils/Leukocytes in Peritoneal fluid by Manual count,14343-8,3012610,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14344-6,3010034,LOINC,loinc,Eosinofiilide suhtarv pleuravedelikus,Eosinophils/Leukocytes in Pleural fluid by Manual count,14344-6,3010034,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14348-7,3005543,LOINC,loinc,Kõhuõõnevedeliku erikaal,Specific gravity of Peritoneal fluid by Refractometry,14348-7,3005543,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14349-5,3004448,LOINC,loinc,Pleuravedeliku erikaal,Specific gravity of Pleural fluid by Refractometry,14349-5,3004448,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
145-3,3016872,LOINC,loinc,Tsefuroksiim (parenteraalne) MIK,Cefuroxime Parenteral [Susceptibility] by Minimum inhibitory concentration (MIC),145-3,3016872,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14566-4,3011391,LOINC,loinc,"Vitamiin D (1,25-OH) seerumis/plasmas",Calcitriol [Moles/volume] in Serum or Plasma,14566-4,3011391,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14569-8,3023530,LOINC,loinc,17-alfahüdroksüprogesteroon seerumis/plasmas,17-Hydroxyprogesterone [Moles/volume] in Serum or Plasma,14569-8,3023530,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14580-5,3010652,LOINC,loinc,ABO-veregrupp vastsündinul,ABO group [Type] in Blood from Newborn,14580-5,3010652,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14586-2,3001788,LOINC,loinc,Aldosteroon seerumis/plasmas,Aldosterone [Moles/volume] in Serum or Plasma,14586-2,3001788,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14588-8,3037908,LOINC,loinc,Aluselise fosfataasi isoensüümid seerumis,Alkaline phosphatase isoenzymes [Interpretation] in Serum or Plasma,14588-8,3037908,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14603-5,3022411,LOINC,loinc,Androsteendioon seerumis,Androstenedione [Moles/volume] in Serum or Plasma,14603-5,3022411,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
146-1,3018012,LOINC,loinc,Tsefuroksiim (parenteraalne) Disk,Cefuroxime Parenteral [Susceptibility] by Disk diffusion (KB),146-1,3018012,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14617-5,3007636,LOINC,loinc,Perikardivedeliku läbipaistvus,Appearance of Pericardial fluid,14617-5,3007636,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14620-9,3014891,LOINC,loinc,Pleuravedeliku läbipaistvus,Appearance of Pleural fluid,14620-9,3014891,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14621-7,3015421,LOINC,loinc,Kõhuõõnevedeliku läbipaistvus,Appearance of Peritoneal fluid,14621-7,3015421,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14628-2,3028110,LOINC,loinc,Sapphapped seerumis/plasmas,Bile acid [Moles/volume] in Serum or Plasma,14628-2,3028110,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14629-0,3028638,LOINC,loinc,Bilirubiin (konjugeeritud) seerumis/plasmas,Bilirubin.direct [Moles/volume] in Serum or Plasma,14629-0,3028638,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14630-8,3007242,LOINC,loinc,Bilirubiin (mittekonjugeeritud) seerumis/plasmas,Bilirubin.indirect [Moles/volume] in Serum or Plasma,14630-8,3007242,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14631-6,3006140,LOINC,loinc,Bilirubiin seerumis/plasmas,Bilirubin.total [Moles/volume] in Serum or Plasma,14631-6,3006140,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14633-2,3027923,LOINC,loinc,C-peptiid seerumis/plasmas,C peptide [Moles/volume] in Serum or Plasma,14633-2,3027923,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14637-3,3010838,LOINC,loinc,Kaltsium ööpäevases uriinis,Calcium [Moles/time] in 24 hour Urine,14637-3,3010838,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14646-4,3023602,LOINC,loinc,HDL-kolesterool seerumis/plasmas,Cholesterol in HDL [Moles/volume] in Serum or Plasma,14646-4,3023602,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14647-2,3019900,LOINC,loinc,Kolesterool seerumis/plasmas,Cholesterol [Moles/volume] in Serum or Plasma,14647-2,3019900,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14650-6,3012989,LOINC,loinc,Tsitraat ööpäevases uriinis,Citrate [Moles/time] in 24 hour Urine,14650-6,3012989,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14655-5,3005067,LOINC,loinc,Klonasepaam seerumis/plasmas (nmol/L),clonazePAM [Moles/volume] in Serum or Plasma,14655-5,3005067,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14660-5,3021660,LOINC,loinc,Kõhuõõnevedeliku värvus,Color of Peritoneal fluid,14660-5,3021660,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14661-3,3005332,LOINC,loinc,Perikardivedeliku värvus,Color of Pericardial fluid,14661-3,3005332,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14662-1,3000809,LOINC,loinc,Pleuravedeliku värvus,Color of Pleural fluid,14662-1,3000809,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14664-7,3001729,LOINC,loinc,Liigesevedeliku värvus,Color of Synovial fluid,14664-7,3001729,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14665-4,3001186,LOINC,loinc,Vask seerumis/plasmas,Copper [Moles/volume] in Serum or Plasma,14665-4,3001186,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14666-2,3033942,LOINC,loinc,Vask ööpäevases uriinis,Copper [Moles/time] in 24 hour Urine,14666-2,3033942,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14674-6,3035963,LOINC,loinc,Adrenokortikotroopne hormoon plasmas,Corticotropin [Moles/volume] in Plasma,14674-6,3035963,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14675-3,3036481,LOINC,loinc,Kortisool seerumis/plasmas,Cortisol [Moles/volume] in Serum or Plasma,14675-3,3036481,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14678-7,3018725,LOINC,loinc,Kortisool seerumis/plasmas (õhtul),Cortisol [Moles/volume] in Serum or Plasma --PM trough specimen,14678-7,3018725,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14679-5,3008068,LOINC,loinc,Kortisool seerumis/plasmas (hommikul),Cortisol [Moles/volume] in Serum or Plasma --AM peak specimen,14679-5,3008068,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14681-1,3037441,LOINC,loinc,Kreatiniin peritoneaaldialüüsivedelikus,Creatinine [Moles/volume] in Peritoneal dialysis fluid,14681-1,3037441,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14682-9,3020564,LOINC,loinc,Kreatiniin seerumis/plasmas,Creatinine [Moles/volume] in Serum or Plasma,14682-9,3020564,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14683-7,3009508,LOINC,loinc,Kreatiniin uriinis,Creatinine [Moles/volume] in Urine,14683-7,3009508,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14684-5,3014724,LOINC,loinc,Kreatiniin ööpäevases uriinis,Creatinine [Moles/time] in 24 hour Urine,14684-5,3014724,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14685-2,3009035,LOINC,loinc,Vitamiin B12 seerumis/plasmas,Cobalamin (Vitamin B12) [Moles/volume] in Serum or Plasma,14685-2,3009035,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14688-6,3016616,LOINC,loinc,Dehüdroepiandrosteroonsulfaat seerumis/plasmas,Dehydroepiandrosterone sulfate (DHEA-S) [Moles/volume] in Serum or Plasma,14688-6,3016616,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14698-5,3027456,LOINC,loinc,Digoksiin seerumis/plasmas (nmol/L),Digoxin [Moles/volume] in Serum or Plasma,14698-5,3027456,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14709-0,3011136,LOINC,loinc,Eosinofiilide suhtarv bronhoalveolaarloputuse vedelikus,Eosinophils/Leukocytes in Bronchial specimen by Manual count,14709-0,3011136,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14713-2,3025298,LOINC,loinc,Erütrotsüüdid perikardivedelikus,Erythrocytes [#/volume] in Pericardial fluid by Manual count,14713-2,3025298,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14715-7,3026725,LOINC,loinc,Östradiool seerumis/plasmas,Estradiol (E2) [Moles/volume] in Serum or Plasma,14715-7,3026725,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14731-4,3019309,LOINC,loinc,Folaat erütrotsüütides,Folate [Moles/volume] in Red Blood Cells,14731-4,3019309,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14732-2,3021960,LOINC,loinc,Folaat seerumis/plasmas,Folate [Moles/volume] in Serum or Plasma,14732-2,3021960,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14743-9,3001501,LOINC,loinc,Glükoos kapillaarses veres (POCT),Glucose [Moles/volume] in Capillary blood by Glucometer,14743-9,3001501,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14744-7,3020044,LOINC,loinc,Glükoos liikvoris,Glucose [Moles/volume] in Cerebral spinal fluid,14744-7,3020044,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14746-2,3036257,LOINC,loinc,Glükoos peritoneaaldialüüsivedelikus,Glucose [Moles/volume] in Peritoneal dialysis fluid,14746-2,3036257,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14747-0,3036782,LOINC,loinc,Glükoos pleuravedelikus,Glucose [Moles/volume] in Pleural fluid,14747-0,3036782,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14748-8,3023044,LOINC,loinc,Glükoos kõhuõõnevedelikus,Glucose [Moles/volume] in Peritoneal fluid,14748-8,3023044,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14749-6,3013826,LOINC,loinc,Glükoos seerumis/plasmas,Glucose [Moles/volume] in Serum or Plasma,14749-6,3013826,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14750-4,3020618,LOINC,loinc,Glükoos liigesevedelikus,Glucose [Moles/volume] in Synovial fluid,14750-4,3020618,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14751-2,3036375,LOINC,loinc,Glükoos seerumis/plasmas 90 minutit pärast laktoosi manustamist,Glucose [Moles/volume] in Serum or Plasma --1.5 hours post 50 g lactose PO,14751-2,3036375,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14755-3,3011761,LOINC,loinc,Glükoos seerumis/plasmas 60 minutit pärast laktoosi manustamist,Glucose [Moles/volume] in Serum or Plasma --1 hour post 50 g lactose PO,14755-3,3011761,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14759-5,3016701,LOINC,loinc,"Glükoos seerumis/plasmas 120 minutit pärast glükoosi manustamist (1,75 g glükoosi 1 kg kohta)",Glucose [Moles/volume] in Serum or Plasma --2 hours post dose glucose,14759-5,3016701,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14762-9,3015980,LOINC,loinc,Glükoos seerumis/plasmas 30 minutit pärast laktoosi manustamist,Glucose [Moles/volume] in Serum or Plasma --30 minutes post 50 g lactose PO,14762-9,3015980,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14770-2,3017703,LOINC,loinc,Glükoos kapillaarses paastuveres,Fasting glucose [Moles/volume] in Capillary blood by Glucometer,14770-2,3017703,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14771-0,3018251,LOINC,loinc,Glükoos paastuseerumis/paastuplasmas,Fasting glucose [Moles/volume] in Serum or Plasma,14771-0,3018251,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14798-3,3022948,LOINC,loinc,Raud seerumis/plasmas,Iron [Moles/volume] in Serum or Plasma,14798-3,3022948,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14804-9,3022250,LOINC,loinc,Laktaadi dehüdrogenaas seerumis/plasmas,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,3022250,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14805-6,3005225,LOINC,loinc,Laktaadi dehüdrogenaas seerumis/plasmas (non-IFCC),Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction,14805-6,3005225,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14811-4,3023463,LOINC,loinc,Leukotsüüdid perikardivedelikus,Leukocytes [#/volume] in Pericardial fluid by Manual count,14811-4,3023463,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14818-9,3036536,LOINC,loinc,Lümfotsüütide suhtarv perikardivedelikus,Lymphocytes/Leukocytes in Pericardial fluid by Manual count,14818-9,3036536,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14819-7,3036835,LOINC,loinc,Lümfotsüütide suhtarv bronhoalveolaarloputuse vedelikus,Lymphocytes/Leukocytes in Bronchial specimen by Manual count,14819-7,3036835,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14820-5,3002328,LOINC,loinc,Lümfotsüütide suhtarv pleuravedelikus,Lymphocytes/Leukocytes in Pleural fluid by Manual count,14820-5,3002328,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14821-3,3002006,LOINC,loinc,Lümfotsüütide suhtarv kõhuõõnevedelikus,Lymphocytes/Leukocytes in Peritoneal fluid by Manual count,14821-3,3002006,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14822-1,3020927,LOINC,loinc,Lümfotsüütide suhtarv liigesevedelikus,Lymphocytes/Leukocytes in Synovial fluid by Manual count,14822-1,3020927,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14823-9,3036653,LOINC,loinc,Makrofaagide suhtarv bronhoalveolaarloputuse vedelikus,Macrophages/Leukocytes in Bronchial specimen by Manual count,14823-9,3036653,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14828-8,3014770,LOINC,loinc,Mesoteelirakkude suhtarv perikardivedelikus,Mesothelial cells/Leukocytes in Pericardial fluid by Manual count,14828-8,3014770,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14829-6,3009159,LOINC,loinc,Mesoteelirakkude suhtarv pleuravedelikus,Mesothelial cells/Leukocytes in Pleural fluid by Manual count,14829-6,3009159,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14830-4,3038078,LOINC,loinc,Mesoteelirakkude suhtarv kõhuõõnevedelikus,Mesothelial cells/Leukocytes in Peritoneal fluid by Manual count,14830-4,3038078,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14836-1,3017115,LOINC,loinc,Metotreksaat seerumis/plasmas,Methotrexate [Moles/volume] in Serum or Plasma,14836-1,3017115,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14847-8,3006354,LOINC,loinc,Neutrofiilide suhtarv perikardivedelikus,Neutrophils/Leukocytes in Pericardial fluid by Manual count,14847-8,3006354,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14848-6,3022340,LOINC,loinc,Neutrofiilide suhtarv pleuravedelikus,Neutrophils/Leukocytes in Pleural fluid by Manual count,14848-6,3022340,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14857-7,3027525,LOINC,loinc,Muude leukotsüütide suhtarv perikardivedelikus,Leukocytes other/Leukocytes in Pericardial fluid by Manual count,14857-7,3027525,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14858-5,3010338,LOINC,loinc,Muude leukotsüütide suhtarv pleuravedelikus,Leukocytes other/Leukocytes in Pleural fluid by Manual count,14858-5,3010338,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14859-3,3028296,LOINC,loinc,Muude leukotsüütide suhtarv kõhuõõnevedelikus,Leukocytes other/Leukocytes in Peritoneal fluid by Manual count,14859-3,3028296,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14860-1,3006030,LOINC,loinc,Muude leukotsüütide suhtarv liigesevedelikus,Leukocytes other/Leukocytes in Synovial fluid by Manual count,14860-1,3006030,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14866-8,3010566,LOINC,loinc,Parathormoon seerumis/plasmas,Parathyrin.intact [Moles/volume] in Serum or Plasma,14866-8,3010566,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14869-2,3022227,LOINC,loinc,Vereäige mikroskoopia hinnang,Pathologist review of Blood tests,14869-2,3022227,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14873-4,3011988,LOINC,loinc,pH nabaväädi veres,pH of Cord blood,14873-4,3011988,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14879-1,3003458,LOINC,loinc,Fosfaat seerumis/plasmas,Phosphate [Moles/volume] in Serum or Plasma,14879-1,3003458,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14881-7,3010600,LOINC,loinc,Fosfaat ööpäevases uriinis,Phosphate [Moles/time] in 24 hour Urine,14881-7,3010600,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14882-5,3020207,LOINC,loinc,Porfobilinogeen ööpäevases uriinis,Porphobilinogen [Moles/time] in 24 hour Urine,14882-5,3020207,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14890-8,3005082,LOINC,loinc,Progesteroon seerumis/plasmas,Progesterone [Moles/volume] in Serum or Plasma,14890-8,3005082,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14895-7,3038222,LOINC,loinc,Monoklonaalsed immuunglobuliinid seerumis,Protein Fractions [Interpretation] in Serum or Plasma by Immunofixation,14895-7,3038222,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14896-5,3034212,LOINC,loinc,Monoklonaalsed immuunglobuliinid uriinis,Protein Fractions [Interpretation] in Urine by Immunofixation,14896-5,3034212,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14906-2,3015667,LOINC,loinc,RhD antigeen lootel,Rh [Type] in Cord blood,14906-2,3015667,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14908-8,3017403,LOINC,loinc,RhD antigeen vastsündinul,Rh [Type] in Blood from Newborn,14908-8,3017403,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14910-4,3022725,LOINC,loinc,Serotoniin seerumis,Serotonin [Moles/volume] in Serum,14910-4,3022725,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14912-0,3012265,LOINC,loinc,Gumprechti varjud,Smudge cells/Leukocytes in Blood by Manual count,14912-0,3012265,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14913-8,3017446,LOINC,loinc,Testosteroon seerumis/plasmas,Testosterone [Moles/volume] in Serum or Plasma,14913-8,3017446,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14914-6,3018301,LOINC,loinc,Vaba testosteroon seerumis/plasmas,Testosterone Free [Moles/volume] in Serum or Plasma,14914-6,3018301,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14920-3,3008486,LOINC,loinc,Vaba türoksiin seerumis/plasmas,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,14920-3,3008486,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14921-1,3014620,LOINC,loinc,Türoksiin seerumis/plasmas,Thyroxine (T4) [Moles/volume] in Serum or Plasma,14921-1,3014620,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14927-8,3025839,LOINC,loinc,Triglütseriidid seerumis/plasmas,Triglyceride [Moles/volume] in Serum or Plasma,14927-8,3025839,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14928-6,3026989,LOINC,loinc,Vaba trijoodtüroniin seerumis/plasmas,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma,14928-6,3026989,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14929-4,3027828,LOINC,loinc,Pöörd-trijoodtüroniin seerumis/plasmas,Triiodothyronine (T3).reverse [Moles/volume] in Serum or Plasma,14929-4,3027828,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14930-2,3008304,LOINC,loinc,Trijoodtüroniin seerumis/plasmas,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma,14930-2,3008304,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14933-6,3026493,LOINC,loinc,Kusihape seerumis/plasmas,Urate [Moles/volume] in Serum or Plasma,14933-6,3026493,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14934-4,3027874,LOINC,loinc,Kusihape uriinis,Urate [Moles/volume] in Urine,14934-4,3027874,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14935-1,3028714,LOINC,loinc,Kusihape ööpäevases uriinis,Urate [Moles/time] in 24 hour Urine,14935-1,3028714,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
149-5,3004984,LOINC,loinc,Tsefaleksiin MIK,Cephalexin [Susceptibility] by Minimum inhibitory concentration (MIC),149-5,3004984,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14955-9,3020717,LOINC,loinc,Tsink seerumis/plasmas,Zinc [Moles/volume] in Serum or Plasma,14955-9,3020717,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14956-7,3005577,LOINC,loinc,Albumiin ööpäevases uriinis,Microalbumin [Mass/time] in 24 hour Urine,14956-7,3005577,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14957-5,3000034,LOINC,loinc,Albumiin uriinis,Microalbumin [Mass/volume] in Urine,14957-5,3000034,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14979-9,3018677,LOINC,loinc,Aktiveeritud osalise tromboplastiini aeg plasmas,aPTT in Platelet poor plasma by Coagulation assay,14979-9,3018677,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14995-5,3017538,LOINC,loinc,Glükoos seerumis/plasmas 120 minutit pärast glükoosi manustamist,Glucose [Moles/volume] in Serum or Plasma --2 hours post 75 g glucose PO,14995-5,3017538,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
14996-3,3004067,LOINC,loinc,Glükoos paastuseerumis/paastuplasmas enne glükoosi manustamist,Glucose [Moles/volume] in Serum or Plasma --pre 75 g glucose PO,14996-3,3004067,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15011-0,3004280,LOINC,loinc,Aldosteroon seerumis/plasmas (pikali),Aldosterone [Moles/volume] in Serum or Plasma --supine,15011-0,3004280,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15012-8,3003171,LOINC,loinc,Aldosteroon seerumis/plasmas (püsti),Aldosterone [Moles/volume] in Serum or Plasma --upright,15012-8,3003171,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15013-6,3002069,LOINC,loinc,Aluselise fosfataasi luu isoensüümi osakaal seerumis,Alkaline phosphatase.bone/Alkaline phosphatase.total in Serum or Plasma,15013-6,3002069,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15014-4,3020990,LOINC,loinc,Aluselise fosfataasi soole isoensüümi 1 osakaal seerumis,Alkaline phosphatase.intestinal/Alkaline phosphatase.total in Serum or Plasma,15014-4,3020990,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15016-9,3037466,LOINC,loinc,Aluselise fosfataasi platsenta isoensüüm 1 osakaal seerumis,Alkaline phosphatase.placental/Alkaline phosphatase.total in Serum or Plasma,15016-9,3037466,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
150-3,3013187,LOINC,loinc,Tsefaleksiin Disk,Cephalexin [Susceptibility] by Disk diffusion (KB),150-3,3013187,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15035-9,3018840,LOINC,loinc,Kaltsitoniin seerumis/plasmas,Calcitonin [Moles/volume] in Serum or Plasma,15035-9,3018840,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15045-8,3006442,LOINC,loinc,Kreatiin seerumis/plasmas,Creatine [Moles/volume] in Serum or Plasma,15045-8,3006442,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15048-2,3027227,LOINC,loinc,Kreatiini kinaasi BB isoensüümi osakaal seerumis/plasmas,Creatine kinase.BB/Creatine kinase.total in Serum or Plasma by Electrophoresis,15048-2,3027227,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15049-0,3027833,LOINC,loinc,Kreatiini kinaasi MM isoensüümi osakaal seerumis/plasmas,Creatine kinase.MM/Creatine kinase.total in Serum or Plasma by Electrophoresis,15049-0,3027833,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15054-0,3027880,LOINC,loinc,Dehüdroepiandrosteroon seerumis/plasmas,Dehydroepiandrosterone (DHEA) [Moles/volume] in Serum or Plasma,15054-0,3027880,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15057-3,3024588,LOINC,loinc,Dihüdrotestosteroon seerumis/plasmas,Androstanolone [Moles/volume] in Serum or Plasma,15057-3,3024588,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15061-5,3024172,LOINC,loinc,Erütropoetiin seerumis/plasmas,Erythropoietin (EPO) [Units/volume] in Serum or Plasma,15061-5,3024172,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15066-4,3009471,LOINC,loinc,Vabad rasvhapped seerumis/plasmas,Fatty acids.nonesterified [Moles/volume] in Serum or Plasma,15066-4,3009471,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15067-2,3023323,LOINC,loinc,Folliikuleid stimuleeriv hormoon seerumis/plasmas,Follitropin [Units/volume] in Serum or Plasma,15067-2,3023323,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15069-8,3019839,LOINC,loinc,Fruktoosamiin seerumis/plasmas,Fructosamine [Moles/volume] in Serum or Plasma,15069-8,3019839,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15072-2,3010370,LOINC,loinc,Gastriin seerumis/plasmas,Gastrin [Moles/volume] in Serum or Plasma,15072-2,3010370,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15076-3,3005570,LOINC,loinc,Glükoos uriinis,Glucose [Moles/volume] in Urine,15076-3,3005570,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15081-3,3021387,LOINC,loinc,Prolaktiin seerumis/plasmas,Prolactin [Units/volume] in Serum or Plasma,15081-3,3021387,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
15087-0,3033670,LOINC,loinc,Parathormooni sarnane peptiid seerumis/plasmas,Parathyrin related protein [Moles/volume] in Serum or Plasma,15087-0,3033670,LOINC,Measurement,Lab Test,2025-12-03,2099-12-31
